"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8360","job creation and click on perticular jobid (Id: btc1)","chromium","Wed Jan 07 13:34:55 IST 2026","failed","Wed Jan 07 13:35:03 IST 2026","Metadata Driven Framework (Runtime Mode)","metaRunner.spec.js","",""
