"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","84024","job creation and click on perticular jobid (Id: btc1)","chromium","Wed Jan 07 13:52:05 IST 2026","passed","Wed Jan 07 13:53:29 IST 2026","Metadata Driven Framework (Runtime Mode)","metaRunner.spec.js","",""
